geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
EDSM 19-18-LSJ02 2018-11-27	38.0456	38.0456	-121.70053	-121.70053
EDSM 19-18-SM06 2018-11-27	38.18272	38.18272	-121.99075	-121.99075
EDSM 19-18-LSR01 2018-11-28	38.06532	38.06532	-121.78735	-121.78735
EDSM 19-18-SBM01 2018-11-28	38.0826	38.0826	-122.04629	-122.04629
EDSM 19-18-LSR02 2018-11-28	38.07496	38.07496	-121.76129	-121.76129
EDSM 19-18-HB01 2018-11-28	38.05238	38.05238	-121.96464	-121.96464
EDSM 19-18-RV01 2018-11-28	38.15009	38.15009	-121.68728	-121.68728
EDSM 19-18-USSC03 2018-11-28	38.5614	38.5614	-121.54582	-121.54582
EDSM 19-18-CF01 2018-11-28	38.05935	38.05935	-121.86823	-121.86823
EDSM 19-18-USSC04 2018-11-28	38.54495	38.54495	-121.58361	-121.58361
EDSM 19-18-LSSC02 2018-11-28	38.18544	38.18544	-121.66224	-121.66224
EDSM 19-18-RV02 2018-11-29	38.0974	38.0974	-121.72517	-121.72517
EDSM 19-18-LSR03 2018-11-29	38.06257	38.06257	-121.8063	-121.8063
EDSM 19-18-USSC01 2018-11-29	38.561	38.561	-121.55445	-121.55445
EDSM 19-18-USSC02 2018-11-29	38.53603	38.53603	-121.58475	-121.58475
EDSM 19-18-LSSC01 2018-11-29	38.28758	38.28758	-121.65846	-121.65846
EDSM 19-18-SBW01 2018-11-30	38.06572	38.06572	-122.10259	-122.10259
EDSM 19-18-SBM02 2018-11-30	38.06173	38.06173	-121.98364	-121.98364
EDSM 19-19-MIW01 2018-12-03	38.00997	38.00997	-121.54925	-121.54925
EDSM 19-19-FT02 2018-12-03	38.04189	38.04189	-121.59582	-121.59582
EDSM 19-19-CQS01 2018-12-03	38.0381	38.0381	-122.15654	-122.15654
EDSM 19-19-CQS02 2018-12-03	38.04191	38.04191	-122.16306	-122.16306
EDSM 19-19-MIW03 2018-12-03	38.03328	38.03328	-121.52322	-121.52322
EDSM 19-19-FT01 2018-12-03	38.02913	38.02913	-121.61012	-121.61012
EDSM 19-19-MIW02 2018-12-03	37.99702	37.99702	-121.51853	-121.51853
EDSM 19-19-SPE01 2018-12-03	38.0595	38.0595	-122.29061	-122.29061
EDSM 19-19-USSC01 2018-12-03	38.56274	38.56274	-121.55474	-121.55474
EDSM 19-19-LNR01 2018-12-03	38.11593	38.11593	-122.2806	-122.2806
EDSM 19-19-LSSC03 2018-12-03	38.33899	38.33899	-121.64607	-121.64607
EDSM 19-19-LSSC02 2018-12-03	38.31694	38.31694	-121.65108	-121.65108
EDSM 19-19-LSSC01 2018-12-03	38.22655	38.22655	-121.67493	-121.67493
EDSM 19-19-MIW05 2018-12-03	37.98015	37.98015	-121.51939	-121.51939
EDSM 19-19-CQS03 2018-12-03	38.06447	38.06447	-122.21935	-122.21935
EDSM 19-19-SM02 2018-12-04	38.11499	38.11499	-122.06206	-122.06206
EDSM 19-19-RV01 2018-12-04	38.16319	38.16319	-121.68247	-121.68247
EDSM 19-19-SM03 2018-12-04	38.16705	38.16705	-122.06677	-122.06677
EDSM 19-19-SM01 2018-12-04	38.11314	38.11314	-121.89085	-121.89085
EDSM 19-19-LSR01 2018-12-04	38.05955	38.05955	-121.81214	-121.81214
EDSM 19-19-FT04 2018-12-04	38.03059	38.03059	-121.60464	-121.60464
EDSM 19-19-FT03 2018-12-04	38.0494	38.0494	-121.59525	-121.59525
EDSM 19-19-OR01 2018-12-04	37.92942	37.92942	-121.55779	-121.55779
EDSM 19-19-MRW01 2018-12-04	37.91935	37.91935	-121.51583	-121.51583
EDSM 19-19-CS03 2018-12-06	38.26725	38.26725	-121.69973	-121.69973
EDSM 19-19-CS02 2018-12-06	38.23431	38.23431	-121.68014	-121.68014
EDSM 19-19-CS01 2018-12-06	38.28843	38.28843	-121.66629	-121.66629
EDSM 19-19-SBW01 2018-12-06	38.0564	38.0564	-122.1111	-122.1111
EDSM 19-19-HB01 2018-12-06	38.05546	38.05546	-121.94803	-121.94803
EDSM 19-19-CF01 2018-12-06	38.05241	38.05241	-121.87707	-121.87707
EDSM 19-19-PP01 2018-12-06	38.05896	38.05896	-121.55556	-121.55556
EDSM 19-19-SJT01 2018-12-06	38.09295	38.09295	-121.67606	-121.67606
EDSM 19-19-SJT02 2018-12-06	38.08818	38.08818	-121.68208	-121.68208
EDSM 19-19-MIW04 2018-12-04	37.9954	37.9954	-121.51224	-121.51224
EDSM 19-20-PP01 2018-12-10	38.06256	38.06256	-121.5581	-121.5581
EDSM 19-20-SJT01 2018-12-10	38.09236	38.09236	-121.62659	-121.62659
EDSM 19-20-LSR03 2018-12-10	38.06615	38.06615	-121.83785	-121.83785
EDSM 19-20-LSR01 2018-12-10	38.06521	38.06521	-121.78691	-121.78691
EDSM 19-20-SBW01 2018-12-10	38.06852	38.06852	-122.1	-122.1
EDSM 19-20-LSJ01 2018-12-10	38.02167	38.02167	-121.81719	-121.81719
EDSM 19-20-LSR02 2018-12-10	38.07553	38.07553	-121.77115	-121.77115
EDSM 19-20-SBW02 2018-12-10	38.06615	38.06615	-122.0891	-122.0891
EDSM 19-20-LSR04 2018-12-10	38.07478	38.07478	-121.76888	-121.76888
EDSM 19-20-LSJ03 2018-12-10	38.02193	38.02193	-121.77454	-121.77454
EDSM 19-20-SBM02 2018-12-10	38.09936	38.09936	-122.05977	-122.05977
EDSM 19-20-CF01 2018-12-11	38.04847	38.04847	-121.87537	-121.87537
EDSM 19-20-SBM01 2018-12-11	38.0925	38.0925	-122.02423	-122.02423
EDSM 19-20-SBM03 2018-12-11	38.07204	38.07204	-122.00219	-122.00219
EDSM 19-20-RV04 2018-12-11	38.10546	38.10546	-121.72126	-121.72126
EDSM 19-20-RV02 2018-12-11	38.1303	38.1303	-121.69123	-121.69123
EDSM 19-20-RV03 2018-12-11	38.15898	38.15898	-121.68063	-121.68063
EDSM 19-20-RV01 2018-12-11	38.16739	38.16739	-121.67506	-121.67506
EDSM 19-20-LSJ04 2018-12-11	38.02641	38.02641	-121.78519	-121.78519
EDSM 19-20-LSJ05 2018-12-11	38.02591	38.02591	-121.74001	-121.74001
EDSM 19-20-LSJ02 2018-12-11	38.03421	38.03421	-121.71839	-121.71839
EDSM 19-20-FT01 2018-12-12	38.04654	38.04654	-121.63667	-121.63667
EDSM 19-20-CS03 2018-12-12	38.25737	38.25737	-121.72843	-121.72843
EDSM 19-20-GB01 2018-12-12	38.10791	38.10791	-122.06108	-122.06108
EDSM 19-20-HC02 2018-12-12	38.00361	38.00361	-121.57886	-121.57886
EDSM 19-20-CS01 2018-12-12	38.23564	38.23564	-121.68218	-121.68218
EDSM 19-20-SM01 2018-12-12	38.15845	38.15845	-122.05696	-122.05696
EDSM 19-20-RS01 2018-12-12	37.95195	37.95195	-121.60803	-121.60803
EDSM 19-20-SM02 2018-12-12	38.19877	38.19877	-122.04295	-122.04295
EDSM 19-20-CS02 2018-12-12	38.27407	38.27407	-121.66505	-121.66505
EDSM 19-20-HC01 2018-12-12	38.02868	38.02868	-121.56338	-121.56338
EDSM 19-20-SM03 2018-12-12	38.15231	38.15231	-121.91964	-121.91964
EDSM 19-20-CQS02 2018-12-13	38.06509	38.06509	-122.23187	-122.23187
EDSM 19-20-MIW01 2018-12-13	38.00146	38.00146	-121.51978	-121.51978
EDSM 19-20-SPE02 2018-12-13	38.04326	38.04326	-122.32541	-122.32541
EDSM 19-20-SPE01 2018-12-13	38.04922	38.04922	-122.30158	-122.30158
EDSM 19-20-LSSC03 2018-12-13	38.43035	38.43035	-121.60302	-121.60302
EDSM 19-20-LSSC02 2018-12-13	38.23463	38.23463	-121.67375	-121.67375
EDSM 19-20-CQS01 2018-12-13	38.03443	38.03443	-122.15381	-122.15381
EDSM 19-20-LSSC01 2018-12-13	38.1796	38.1796	-121.66642	-121.66642
EDSM 19-20-FT02 2018-12-13	38.04495	38.04495	-121.5954	-121.5954
EDSM 19-20-MRW01 2018-12-13	37.94454	37.94454	-121.53026	-121.53026
EDSM 19-21-PP02 2018-12-17	38.09131	38.09131	-121.5763	-121.5763
EDSM 19-21-PP01 2018-12-17	38.05875	38.05875	-121.54817	-121.54817
EDSM 19-21-LSSC01 2018-12-17	38.28328	38.28328	-121.65936	-121.65936
EDSM 19-21-LSSC02 2018-12-17	38.41769	38.41769	-121.60957	-121.60957
EDSM 19-21-SJT01 2018-12-17	38.08704	38.08704	-121.64341	-121.64341
EDSM 19-21-USSC01 2018-12-17	38.53596	38.53596	-121.5852	-121.5852
EDSM 19-21-CQS01 2018-12-17	38.03618	38.03618	-122.15345	-122.15345
EDSM 19-21-SPE02 2018-12-17	38.02921	38.02921	-122.30641	-122.30641
EDSM 19-21-SPE01 2018-12-17	38.05077	38.05077	-122.29999	-122.29999
EDSM 19-21-CQS02 2018-12-17	38.067	38.067	-122.25695	-122.25695
EDSM 19-21-HB01 2018-12-18	38.06177	38.06177	-121.95907	-121.95907
EDSM 19-21-CF03 2018-12-18	38.04478	38.04478	-121.91281	-121.91281
EDSM 19-21-LSR01 2018-12-18	38.05788	38.05788	-121.79297	-121.79297
EDSM 19-21-CF02 2018-12-18	38.04645	38.04645	-121.89495	-121.89495
EDSM 19-21-CF01 2018-12-18	38.02929	38.02929	-121.84727	-121.84727
EDSM 19-21-LSR02 2018-12-18	38.07324	38.07324	-121.77527	-121.77527
EDSM 19-21-LSJ03 2018-12-18	38.01826	38.01826	-121.80055	-121.80055
EDSM 19-21-RV04 2018-12-18	38.09994	38.09994	-121.72133	-121.72133
EDSM 19-21-RV03 2018-12-18	38.12267	38.12267	-121.69766	-121.69766
EDSM 19-21-LSJ01 2018-12-18	38.02023	38.02023	-121.78231	-121.78231
EDSM 19-21-LSJ02 2018-12-18	38.04292	38.04292	-121.70664	-121.70664
EDSM 19-21-RV05 2018-12-19	38.14802	38.14802	-121.69118	-121.69118
EDSM 19-21-SBM01 2018-12-19	38.06639	38.06639	-122.03703	-122.03703
EDSM 19-21-RV01 2018-12-19	38.16404	38.16404	-121.68192	-121.68192
EDSM 19-21-SBW01 2018-12-19	38.05517	38.05517	-122.11994	-122.11994
EDSM 19-21-FT01 2018-12-19	38.01807	38.01807	-121.60758	-121.60758
EDSM 19-21-MIW03 2018-12-19	37.99829	37.99829	-121.52449	-121.52449
EDSM 19-21-RV02 2018-12-19	38.10148	38.10148	-121.68538	-121.68538
EDSM 19-21-SBW02 2018-12-19	38.0628	38.0628	-122.09501	-122.09501
EDSM 19-21-MIW01 2018-12-19	37.98601	37.98601	-121.5272	-121.5272
EDSM 19-21-CS02 2018-12-20	38.2883	38.2883	-121.69302	-121.69302
EDSM 19-21-VC01 2018-12-20	37.87196	37.87196	-121.52816	-121.52816
EDSM 19-21-CS03 2018-12-20	38.24328	38.24328	-121.6857	-121.6857
EDSM 19-21-CS04 2018-12-20	38.263	38.263	-121.69753	-121.69753
EDSM 19-21-OR01 2018-12-20	37.9265	37.9265	-121.55889	-121.55889
EDSM 19-21-SM01 2018-12-20	38.1182	38.1182	-121.88893	-121.88893
EDSM 19-21-SM02 2018-12-20	38.18723	38.18723	-121.97451	-121.97451
EDSM 19-21-MIW02 2018-12-20	38.02272	38.02272	-121.51733	-121.51733
EDSM 19-21-CS01 2018-12-20	38.26255	38.26255	-121.6703	-121.6703
EDSM 19-21-GB01 2018-12-20	38.11173	38.11173	-122.05761	-122.05761
EDSM 19-22-SBM01 2018-12-26	38.06366	38.06366	-122.02077	-122.02077
EDSM 19-22-HB01 2018-12-26	38.06896	38.06896	-121.96367	-121.96367
EDSM 19-22-PP02 2018-12-26	38.05026	38.05026	-121.5211	-121.5211
EDSM 19-22-PP01 2018-12-26	38.064	38.064	-121.54451	-121.54451
EDSM 19-22-SJT01 2018-12-26	38.07231	38.07231	-121.67862	-121.67862
EDSM 19-22-LSR01 2018-12-26	38.056	38.056	-121.80628	-121.80628
EDSM 19-22-RV02 2018-12-26	38.10617	38.10617	-121.71163	-121.71163
EDSM 19-22-RV01 2018-12-26	38.1602	38.1602	-121.67869	-121.67869
EDSM 19-22-SJT02 2018-12-26	38.08523	38.08523	-121.68511	-121.68511
EDSM 19-22-CF01 2018-12-26	38.05117	38.05117	-121.87251	-121.87251
EDSM 19-22-CS01 2018-12-27	38.33195	38.33195	-121.65123	-121.65123
EDSM 19-22-CS02 2018-12-27	38.2717	38.2717	-121.70407	-121.70407
EDSM 19-22-CS03 2018-12-27	38.25089	38.25089	-121.71975	-121.71975
EDSM 19-22-LSJ01 2018-12-27	38.02464	38.02464	-121.77642	-121.77642
EDSM 19-22-LSJ02 2018-12-27	38.02863	38.02863	-121.74283	-121.74283
EDSM 19-22-SJT03 2018-12-27	38.07669	38.07669	-121.6777	-121.6777
EDSM 19-22-SJT04 2018-12-27	38.09377	38.09377	-121.64845	-121.64845
EDSM 19-22-CQS01 2018-12-27	38.05029	38.05029	-122.17273	-122.17273
EDSM 19-22-CQS02 2018-12-27	38.06093	38.06093	-122.21696	-122.21696
EDSM 19-22-SPE01 2018-12-27	38.02437	38.02437	-122.30518	-122.30518
EDSM 19-22-SPE02 2018-12-27	38.05704	38.05704	-122.28547	-122.28547
EDSM 19-22-CQS03 2018-12-27	38.05393	38.05393	-122.1823	-122.1823
EDSM 19-22-VC01 2018-12-28	37.88347	37.88347	-121.50267	-121.50267
EDSM 19-22-GB01 2018-12-28	38.10331	38.10331	-122.05582	-122.05582
EDSM 19-22-USSC01 2018-12-28	38.563	38.563	-121.55044	-121.55044
EDSM 19-22-SM04 2018-12-28	38.11708	38.11708	-122.05862	-122.05862
EDSM 19-22-HC01 2018-12-28	37.99932	37.99932	-121.56923	-121.56923
EDSM 19-22-FT01 2018-12-28	38.05352	38.05352	-121.64171	-121.64171
EDSM 19-22-GB02 2018-12-28	38.10146	38.10146	-122.06581	-122.06581
EDSM 19-22-SM02 2018-12-28	38.15856	38.15856	-122.04793	-122.04793
EDSM 19-22-LSSC02 2018-12-28	38.31951	38.31951	-121.65045	-121.65045
EDSM 19-22-LSSC01 2018-12-28	38.4631	38.4631	-121.58755	-121.58755
EDSM 19-22-SM03 2018-12-28	38.18016	38.18016	-122.00241	-122.00241
EDSM 19-22-SM01 2018-12-28	38.12384	38.12384	-121.91494	-121.91494
EDSM 19-23-USSC01 2018-12-31	38.4929	38.4929	-121.58473	-121.58473
EDSM 19-23-LSSC02 2018-12-31	38.27723	38.27723	-121.66016	-121.66016
EDSM 19-23-USSC02 2018-12-31	38.56328	38.56328	-121.55339	-121.55339
EDSM 19-23-LSSC01 2018-12-31	38.18646	38.18646	-121.65965	-121.65965
EDSM 19-23-LSJ01 2019-01-02	38.02049	38.02049	-121.74336	-121.74336
EDSM 19-23-CS02 2019-01-02	38.23968	38.23968	-121.68209	-121.68209
EDSM 19-23-SM02 2019-01-02	38.12947	38.12947	-122.05759	-122.05759
EDSM 19-23-SJT01 2019-01-02	38.05789	38.05789	-121.68107	-121.68107
EDSM 19-23-CS01 2019-01-02	38.31825	38.31825	-121.65459	-121.65459
EDSM 19-23-CS03 2019-01-02	38.27458	38.27458	-121.70877	-121.70877
EDSM 19-23-CS04 2019-01-02	38.28539	38.28539	-121.71735	-121.71735
EDSM 19-23-SM03 2019-01-02	38.18787	38.18787	-122.05341	-122.05341
EDSM 19-23-PP01 2019-01-02	38.08541	38.08541	-121.57525	-121.57525
EDSM 19-23-CS05 2019-01-02	38.31422	38.31422	-121.65547	-121.65547
EDSM 19-23-SM01 2019-01-02	38.16902	38.16902	-121.94602	-121.94602
EDSM 19-23-CF01 2019-01-03	38.06544	38.06544	-121.85209	-121.85209
EDSM 19-23-SBW01 2019-01-03	38.06603	38.06603	-122.10488	-122.10488
EDSM 19-23-LSR03 2019-01-03	38.05857	38.05857	-121.82009	-121.82009
EDSM 19-23-LSR01 2019-01-03	38.06469	38.06469	-121.78404	-121.78404
EDSM 19-23-LSR04 2019-01-03	38.07151	38.07151	-121.76788	-121.76788
EDSM 19-23-SBM01 2019-01-03	38.09957	38.09957	-122.0325	-122.0325
EDSM 19-23-SBM02 2019-01-03	38.0583	38.0583	-122.03883	-122.03883
EDSM 19-23-LSR02 2019-01-03	38.07624	38.07624	-121.76398	-121.76398
EDSM 19-23-LSJ02 2019-01-03	38.02094	38.02094	-121.80661	-121.80661
EDSM 19-23-LSJ03 2019-01-03	38.02101	38.02101	-121.7483	-121.7483
EDSM 19-23-PP02 2019-01-03	38.09563	38.09563	-121.57902	-121.57902
EDSM 19-23-FT01 2019-01-04	38.05997	38.05997	-121.58248	-121.58248
EDSM 19-23-CQS01 2019-01-04	38.06094	38.06094	-122.24481	-122.24481
EDSM 19-23-RV02 2019-01-04	38.10284	38.10284	-121.71618	-121.71618
EDSM 19-23-HC01 2019-01-04	38.02791	38.02791	-121.58074	-121.58074
EDSM 19-23-RV03 2019-01-04	38.11052	38.11052	-121.71153	-121.71153
EDSM 19-23-RV01 2019-01-04	38.1597	38.1597	-121.68162	-121.68162
EDSM 19-23-MIW01 2019-01-04	37.97163	37.97163	-121.47834	-121.47834
EDSM 19-23-SPE01 2019-01-04	38.04172	38.04172	-122.31117	-122.31117
EDSM 19-23-SPE02 2019-01-04	38.05124	38.05124	-122.29351	-122.29351
EDSM 19-23-CQS02 2019-01-04	38.0567	38.0567	-122.20022	-122.20022
EDSM 19-24-LSR01 2019-01-07	38.05819	38.05819	-121.81556	-121.81556
EDSM 19-24-FT01 2019-01-07	38.05389	38.05389	-121.64617	-121.64617
EDSM 19-24-FT02 2019-01-07	38.0311	38.0311	-121.60605	-121.60605
EDSM 19-24-FT04 2019-01-07	38.04441	38.04441	-121.59117	-121.59117
EDSM 19-24-LSR02 2019-01-07	38.07556	38.07556	-121.76418	-121.76418
EDSM 19-24-SPE01 2019-01-07	38.03357	38.03357	-122.31551	-122.31551
EDSM 19-24-SPE02 2019-01-07	38.06062	38.06062	-122.29728	-122.29728
EDSM 19-24-RV02 2019-01-07	38.08589	38.08589	-121.70979	-121.70979
EDSM 19-24-FT03 2019-01-07	38.06035	38.06035	-121.60665	-121.60665
EDSM 19-24-MIW02 2019-01-07	37.98339	37.98339	-121.51684	-121.51684
EDSM 19-24-RV01 2019-01-07	38.09596	38.09596	-121.73115	-121.73115
EDSM 19-24-CQS01 2019-01-07	38.05774	38.05774	-122.18207	-122.18207
EDSM 19-24-CQS02 2019-01-07	38.02632	38.02632	-122.15674	-122.15674
EDSM 19-24-CQS03 2019-01-07	38.04343	38.04343	-122.17076	-122.17076
EDSM 19-24-RV05 2019-01-08	38.12529	38.12529	-121.69846	-121.69846
EDSM 19-24-OR01 2019-01-08	37.94418	37.94418	-121.5657	-121.5657
EDSM 19-24-SM03 2019-01-08	38.13977	38.13977	-122.07543	-122.07543
EDSM 19-24-RV03 2019-01-08	38.12064	38.12064	-121.69406	-121.69406
EDSM 19-24-SM02 2019-01-08	38.19313	38.19313	-122.03825	-122.03825
EDSM 19-24-OR02 2019-01-08	37.91553	37.91553	-121.55036	-121.55036
EDSM 19-24-RV04 2019-01-08	38.11046	38.11046	-121.70352	-121.70352
EDSM 19-24-SM01 2019-01-08	38.17275	38.17275	-121.92861	-121.92861
EDSM 19-24-MIW01 2019-01-08	37.97681	37.97681	-121.51841	-121.51841
EDSM 19-24-MIW03 2019-01-08	37.98895	37.98895	-121.52523	-121.52523
EDSM 19-24-VC01 2019-01-08	37.87416	37.87416	-121.52534	-121.52534
EDSM 19-24-GB01 2019-01-08	38.11497	38.11497	-122.05959	-122.05959
EDSM 19-24-LSJ01 2019-01-09	38.02741	38.02741	-121.77557	-121.77557
EDSM 19-24-CS01 2019-01-09	38.31982	38.31982	-121.69337	-121.69337
EDSM 19-24-SBW02 2019-01-09	38.04296	38.04296	-122.11629	-122.11629
EDSM 19-24-LSJ04 2019-01-09	38.02464	38.02464	-121.75919	-121.75919
EDSM 19-24-LSJ03 2019-01-09	38.01968	38.01968	-121.71235	-121.71235
EDSM 19-24-SBW01 2019-01-09	38.07096	38.07096	-122.09105	-122.09105
EDSM 19-24-CS02 2019-01-09	38.25832	38.25832	-121.72804	-121.72804
EDSM 19-24-LSJ02 2019-01-09	38.03135	38.03135	-121.72305	-121.72305
EDSM 19-24-SBM02 2019-01-09	38.10105	38.10105	-122.04754	-122.04754
EDSM 19-24-CS03 2019-01-09	38.23847	38.23847	-121.68451	-121.68451
EDSM 19-24-LSJ05 2019-01-09	38.03671	38.03671	-121.71425	-121.71425
EDSM 19-24-SJT03 2019-01-09	38.06437	38.06437	-121.67608	-121.67608
EDSM 19-24-SJT02 2019-01-09	38.095	38.095	-121.66273	-121.66273
EDSM 19-24-PP01 2019-01-10	38.09877	38.09877	-121.59752	-121.59752
EDSM 19-24-SBM03 2019-01-10	38.06182	38.06182	-121.98365	-121.98365
EDSM 19-24-SJT01 2019-01-10	38.0936	38.0936	-121.63057	-121.63057
EDSM 19-24-SBM01 2019-01-10	38.06126	38.06126	-122.02013	-122.02013
EDSM 19-24-PP02 2019-01-10	38.06384	38.06384	-121.55839	-121.55839
EDSM 19-24-LSSC01 2019-01-10	38.36933	38.36933	-121.63124	-121.63124
EDSM 19-24-USSC02 2019-01-10	38.50532	38.50532	-121.58491	-121.58491
EDSM 19-24-USSC01 2019-01-10	38.55736	38.55736	-121.57165	-121.57165
EDSM 19-24-CF01 2019-01-10	38.07102	38.07102	-121.84484	-121.84484
EDSM 19-24-PP04 2019-01-10	38.07656	38.07656	-121.5659	-121.5659
EDSM 19-24-PP03 2019-01-10	38.07691	38.07691	-121.56698	-121.56698
EDSM 19-25-CS03 2019-01-14	38.29516	38.29516	-121.72688	-121.72688
EDSM 19-25-CS04 2019-01-14	38.27395	38.27395	-121.69507	-121.69507
EDSM 19-25-SM02 2019-01-14	38.15808	38.15808	-122.05079	-122.05079
EDSM 19-25-CS01 2019-01-14	38.27957	38.27957	-121.6654	-121.6654
EDSM 19-25-OR01 2019-01-14	37.95204	37.95204	-121.5645	-121.5645
EDSM 19-25-HC01 2019-01-14	38.01155	38.01155	-121.57495	-121.57495
EDSM 19-25-FT01 2019-01-14	38.05898	38.05898	-121.60915	-121.60915
EDSM 19-25-FT02 2019-01-14	38.03925	38.03925	-121.60097	-121.60097
EDSM 19-25-CS02 2019-01-14	38.23418	38.23418	-121.67703	-121.67703
EDSM 19-25-SM01 2019-01-14	38.19049	38.19049	-122.04148	-122.04148
EDSM 19-25-FT03 2019-01-14	38.04306	38.04306	-121.63358	-121.63358
EDSM 19-25-SM03 2019-01-14	38.18646	38.18646	-121.98059	-121.98059
EDSM 19-25-MIW01 2019-01-15	38.0343	38.0343	-121.52484	-121.52484
EDSM 19-25-CF01 2019-01-15	38.05085	38.05085	-121.83545	-121.83545
EDSM 19-25-MIW02 2019-01-15	38.00362	38.00362	-121.51191	-121.51191
EDSM 19-25-HC02 2019-01-15	38.01244	38.01244	-121.55421	-121.55421
EDSM 19-25-SBM01 2019-01-15	38.07059	38.07059	-121.97431	-121.97431
EDSM 19-25-CF02 2019-01-15	38.03759	38.03759	-121.88134	-121.88134
EDSM 19-25-LSR02 2019-01-16	38.06881	38.06881	-121.78607	-121.78607
EDSM 19-25-LSJ01 2019-01-16	38.02637	38.02637	-121.75842	-121.75842
EDSM 19-25-SBM02 2019-01-16	38.06418	38.06418	-122.02142	-122.02142
EDSM 19-25-LSR01 2019-01-16	38.08781	38.08781	-121.74572	-121.74572
EDSM 19-25-RV02 2019-01-16	38.09768	38.09768	-121.72344	-121.72344
EDSM 19-25-SBW01 2019-01-16	38.03049	38.03049	-122.13835	-122.13835
EDSM 19-25-RV01 2019-01-16	38.16056	38.16056	-121.6819	-121.6819
EDSM 19-25-LSJ05 2019-01-16	38.0234	38.0234	-121.75607	-121.75607
EDSM 19-25-LSJ03 2019-01-16	38.02047	38.02047	-121.74331	-121.74331
EDSM 19-25-LSJ02 2019-01-16	38.02659	38.02659	-121.70145	-121.70145
EDSM 19-25-SPE01 2019-01-16	38.02802	38.02802	-122.30365	-122.30365
EDSM 19-25-LSJ04 2019-01-16	38.04373	38.04373	-121.70853	-121.70853
EDSM 19-25-LSSC01 2019-01-17	38.19169	38.19169	-121.65786	-121.65786
EDSM 19-25-SPE02 2019-01-17	38.05379	38.05379	-122.31213	-122.31213
EDSM 19-25-CQS01 2019-01-17	38.05938	38.05938	-122.24958	-122.24958
EDSM 19-25-LSSC03 2019-01-17	38.34143	38.34143	-121.64504	-121.64504
EDSM 19-25-LSSC02 2019-01-17	38.44477	38.44477	-121.59746	-121.59746
EDSM 19-25-SJT02 2019-01-17	38.06941	38.06941	-121.6772	-121.6772
EDSM 19-25-PP01 2019-01-17	38.04845	38.04845	-121.50432	-121.50432
EDSM 19-25-PP02 2019-01-17	38.10431	38.10431	-121.5953	-121.5953
EDSM 19-25-PP03 2019-01-17	38.04378	38.04378	-121.53116	-121.53116
EDSM 19-25-SJT01 2019-01-17	38.09836	38.09836	-121.63266	-121.63266
EDSM 19-26-LSSC01 2019-01-22	38.17971	38.17971	-121.66581	-121.66581
EDSM 19-26-SJT01 2019-01-22	38.09411	38.09411	-121.65287	-121.65287
EDSM 19-26-LSSC02 2019-01-22	38.22615	38.22615	-121.6741	-121.6741
EDSM 19-26-LSSC03 2019-01-22	38.28124	38.28124	-121.65989	-121.65989
EDSM 19-26-PP01 2019-01-22	38.04515	38.04515	-121.50193	-121.50193
EDSM 19-26-PP02 2019-01-22	38.0573	38.0573	-121.53104	-121.53104
EDSM 19-26-LNR01 2019-01-22	38.14954	38.14954	-122.29142	-122.29142
EDSM 19-26-LNR02 2019-01-22	38.12925	38.12925	-122.28041	-122.28041
EDSM 19-26-SPE01 2019-01-22	38.0607	38.0607	-122.32034	-122.32034
EDSM 19-26-CQS01 2019-01-22	38.05852	38.05852	-122.25725	-122.25725
EDSM 19-26-CQS02 2019-01-22	38.05894	38.05894	-122.18562	-122.18562
EDSM 19-26-CF02 2019-01-23	38.03269	38.03269	-121.8342	-121.8342
EDSM 19-26-LSJ01 2019-01-23	38.02128	38.02128	-121.81216	-121.81216
EDSM 19-26-CF01 2019-01-23	38.05857	38.05857	-121.85163	-121.85163
EDSM 19-26-CS02 2019-01-23	38.25783	38.25783	-121.6927	-121.6927
EDSM 19-26-LSJ03 2019-01-23	38.02068	38.02068	-121.77718	-121.77718
EDSM 19-26-HB01 2019-01-23	38.06014	38.06014	-121.95884	-121.95884
EDSM 19-26-LSJ02 2019-01-23	38.02292	38.02292	-121.76016	-121.76016
EDSM 19-26-CS03 2019-01-23	38.30742	38.30742	-121.69279	-121.69279
EDSM 19-26-CS01 2019-01-23	38.3184	38.3184	-121.66718	-121.66718
EDSM 19-26-RV01 2019-01-24	38.15043	38.15043	-121.68456	-121.68456
EDSM 19-26-LSR01 2019-01-24	38.06876	38.06876	-121.82739	-121.82739
EDSM 19-26-LSR03 2019-01-24	38.05935	38.05935	-121.81463	-121.81463
EDSM 19-26-RV03 2019-01-24	38.1435	38.1435	-121.69273	-121.69273
EDSM 19-26-MIW02 2019-01-24	38.02228	38.02228	-121.52027	-121.52027
EDSM 19-26-VC01 2019-01-24	37.83583	37.83583	-121.54104	-121.54104
EDSM 19-26-MIW01 2019-01-24	37.97134	37.97134	-121.48667	-121.48667
EDSM 19-26-SBW01 2019-01-24	38.05318	38.05318	-122.0764	-122.0764
EDSM 19-26-SBM01 2019-01-24	38.08409	38.08409	-122.05592	-122.05592
EDSM 19-26-SBM02 2019-01-24	38.0572	38.0572	-121.97785	-121.97785
EDSM 19-26-HC01 2019-01-25	38.03906	38.03906	-121.57019	-121.57019
EDSM 19-26-RV02 2019-01-25	38.09316	38.09316	-121.72576	-121.72576
EDSM 19-26-GB01 2019-01-25	38.10426	38.10426	-122.04397	-122.04397
